,timestamp,can_id,data_length,data,data_str,bi
1560,1532457928.730422,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'BE', '38']",7F8C80007FFFBE38,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10111110', '00111000']"
1571,1532457928.742232,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A0', '56']",7F8C80007FFFA056,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100000', '01010110']"
1591,1532457928.742250,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A2', '54']",7F8C80007FFFA254,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100010', '01010100']"
1600,1532457928.771337,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A4', '52']",7F8C80007FFFA452,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100100', '01010010']"
1611,1532457928.771350,0C6,8,"['7F', '8C', '80', '0A', '7F', 'FF', 'A6', '46']",7F8C800A7FFFA646,"['01111111', '10001100', '10000000', '00001010', '01111111', '11111111', '10100110', '01000110']"
1621,1532457928.791893,0C6,8,"['7F', '8C', '7F', 'F6', '7F', 'FF', 'A8', '59']",7F8C7FF67FFFA859,"['01111111', '10001100', '01111111', '11110110', '01111111', '11111111', '10101000', '01011001']"
1632,1532457928.791905,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'AA', '4C']",7F8C80007FFFAA4C,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10101010', '01001100']"
1644,1532457928.791917,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'AC', '4A']",7F8C80007FFFAC4A,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10101100', '01001010']"
1656,1532457928.813080,0C6,8,"['7F', '8C', '7F', 'F6', '7F', 'FF', 'AE', '53']",7F8C7FF67FFFAE53,"['01111111', '10001100', '01111111', '11110110', '01111111', '11111111', '10101110', '01010011']"
1668,1532457928.813090,0C6,8,"['7F', '8C', '80', '0A', '7F', 'FF', 'B0', '3C']",7F8C800A7FFFB03C,"['01111111', '10001100', '10000000', '00001010', '01111111', '11111111', '10110000', '00111100']"
1679,1532457928.833120,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B2', '44']",7F8C80007FFFB244,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10110010', '01000100']"
1690,1532457928.833129,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B4', '42']",7F8C80007FFFB442,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10110100', '01000010']"
1710,1532457928.860064,0C6,8,"['7F', '8C', '80', '0A', '7F', 'FF', 'B6', '36']",7F8C800A7FFFB636,"['01111111', '10001100', '10000000', '00001010', '01111111', '11111111', '10110110', '00110110']"
1719,1532457928.860071,0C6,8,"['7F', '8C', '7F', 'F6', '7F', 'FF', 'B8', '49']",7F8C7FF67FFFB849,"['01111111', '10001100', '01111111', '11110110', '01111111', '11111111', '10111000', '01001001']"
1730,1532457928.881333,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'BA', '3C']",7F8C80007FFFBA3C,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10111010', '00111100']"
1740,1532457928.881343,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'BC', '3A']",7F8C80007FFFBC3A,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10111100', '00111010']"
1751,1532457928.901819,0C6,8,"['7F', '8C', '7F', 'F6', '7F', 'FF', 'BE', '43']",7F8C7FF67FFFBE43,"['01111111', '10001100', '01111111', '11110110', '01111111', '11111111', '10111110', '01000011']"
1763,1532457928.901829,0C6,8,"['7F', '8C', '80', '0A', '7F', 'FF', 'A0', '4C']",7F8C800A7FFFA04C,"['01111111', '10001100', '10000000', '00001010', '01111111', '11111111', '10100000', '01001100']"
1775,1532457928.901840,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A2', '54']",7F8C80007FFFA254,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100010', '01010100']"
1786,1532457928.923051,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A4', '52']",7F8C80007FFFA452,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100100', '01010010']"
1797,1532457928.923061,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A6', '50']",7F8C80007FFFA650,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100110', '01010000']"
1808,1532457928.941837,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A8', '4E']",7F8C80007FFFA84E,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10101000', '01001110']"
1828,1532457928.941856,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'AA', '4C']",7F8C80007FFFAA4C,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10101010', '01001100']"
1837,1532457928.970433,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'AC', '4A']",7F8C80007FFFAC4A,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10101100', '01001010']"
1848,1532457928.970443,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'AE', '48']",7F8C80007FFFAE48,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10101110', '01001000']"
1858,1532457928.991518,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B0', '46']",7F8C80007FFFB046,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10110000', '01000110']"
1869,1532457928.991528,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B2', '44']",7F8C80007FFFB244,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10110010', '01000100']"
1881,1532457929.011945,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B4', '42']",7F8C80007FFFB442,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10110100', '01000010']"
1893,1532457929.011958,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B6', '40']",7F8C80007FFFB640,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10110110', '01000000']"
1904,1532457929.011969,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B8', '3E']",7F8C80007FFFB83E,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10111000', '00111110']"
1915,1532457929.032941,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'BA', '3C']",7F8C80007FFFBA3C,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10111010', '00111100']"
1926,1532457929.032950,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'BC', '3A']",7F8C80007FFFBC3A,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10111100', '00111010']"
1946,1532457929.059565,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'BE', '38']",7F8C80007FFFBE38,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10111110', '00111000']"
1955,1532457929.059573,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A0', '56']",7F8C80007FFFA056,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100000', '01010110']"
1966,1532457929.081238,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A2', '54']",7F8C80007FFFA254,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100010', '01010100']"
1976,1532457929.081249,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A4', '52']",7F8C80007FFFA452,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100100', '01010010']"
1987,1532457929.101583,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A6', '50']",7F8C80007FFFA650,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100110', '01010000']"
1999,1532457929.101594,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A8', '4E']",7F8C80007FFFA84E,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10101000', '01001110']"
2011,1532457929.122355,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'AA', '4C']",7F8C80007FFFAA4C,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10101010', '01001100']"
2022,1532457929.122373,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'AC', '4A']",7F8C80007FFFAC4A,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10101100', '01001010']"
2033,1532457929.122387,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'AE', '48']",7F8C80007FFFAE48,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10101110', '01001000']"
2044,1532457929.141750,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B0', '46']",7F8C80007FFFB046,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10110000', '01000110']"
2064,1532457929.141766,0C6,8,"['7F', '8C', '7F', 'F6', '7F', 'FF', 'B2', '4F']",7F8C7FF67FFFB24F,"['01111111', '10001100', '01111111', '11110110', '01111111', '11111111', '10110010', '01001111']"
2073,1532457929.170250,0C6,8,"['7F', '8C', '80', '0A', '7F', 'FF', 'B4', '38']",7F8C800A7FFFB438,"['01111111', '10001100', '10000000', '00001010', '01111111', '11111111', '10110100', '00111000']"
2084,1532457929.170260,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B6', '40']",7F8C80007FFFB640,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10110110', '01000000']"
2094,1532457929.191273,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B8', '3E']",7F8C80007FFFB83E,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10111000', '00111110']"
2105,1532457929.191283,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'BA', '3C']",7F8C80007FFFBA3C,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10111010', '00111100']"
2117,1532457929.211801,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'BC', '3A']",7F8C80007FFFBC3A,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10111100', '00111010']"
2129,1532457929.211812,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'BE', '38']",7F8C80007FFFBE38,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10111110', '00111000']"
2140,1532457929.211823,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A0', '56']",7F8C80007FFFA056,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100000', '01010110']"
2151,1532457929.232654,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A2', '54']",7F8C80007FFFA254,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100010', '01010100']"
2163,1532457929.232664,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A4', '52']",7F8C80007FFFA452,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100100', '01010010']"
2183,1532457929.252215,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A6', '50']",7F8C80007FFFA650,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100110', '01010000']"
2192,1532457929.252222,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A8', '4E']",7F8C80007FFFA84E,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10101000', '01001110']"
2203,1532457929.280372,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'AA', '4C']",7F8C80007FFFAA4C,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10101010', '01001100']"
2213,1532457929.280382,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'AC', '4A']",7F8C80007FFFAC4A,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10101100', '01001010']"
2224,1532457929.301228,0C6,8,"['7F', '8C', '7F', 'F6', '7F', 'FF', 'AE', '53']",7F8C7FF67FFFAE53,"['01111111', '10001100', '01111111', '11110110', '01111111', '11111111', '10101110', '01010011']"
2236,1532457929.301239,0C6,8,"['7F', '8C', '80', '0A', '7F', 'FF', 'B0', '3C']",7F8C800A7FFFB03C,"['01111111', '10001100', '10000000', '00001010', '01111111', '11111111', '10110000', '00111100']"
2248,1532457929.321775,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B2', '44']",7F8C80007FFFB244,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10110010', '01000100']"
2260,1532457929.321785,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B4', '42']",7F8C80007FFFB442,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10110100', '01000010']"
2271,1532457929.321793,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B6', '40']",7F8C80007FFFB640,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10110110', '01000000']"
2282,1532457929.341173,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B8', '3E']",7F8C80007FFFB83E,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10111000', '00111110']"
2302,1532457929.362308,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'BA', '3C']",7F8C80007FFFBA3C,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10111010', '00111100']"
2311,1532457929.362317,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'BC', '3A']",7F8C80007FFFBC3A,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10111100', '00111010']"
2322,1532457929.362328,0C6,8,"['7F', '8C', '7F', 'F6', '7F', 'FF', 'BE', '43']",7F8C7FF67FFFBE43,"['01111111', '10001100', '01111111', '11110110', '01111111', '11111111', '10111110', '01000011']"
2332,1532457929.390361,0C6,8,"['7F', '8C', '80', '0A', '7F', 'FF', 'A0', '4C']",7F8C800A7FFFA04C,"['01111111', '10001100', '10000000', '00001010', '01111111', '11111111', '10100000', '01001100']"
2343,1532457929.390370,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A2', '54']",7F8C80007FFFA254,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100010', '01010100']"
2355,1532457929.411167,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A4', '52']",7F8C80007FFFA452,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100100', '01010010']"
2367,1532457929.411179,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A6', '50']",7F8C80007FFFA650,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100110', '01010000']"
2378,1532457929.432196,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A8', '4E']",7F8C80007FFFA84E,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10101000', '01001110']"
2389,1532457929.432207,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'AA', '4C']",7F8C80007FFFAA4C,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10101010', '01001100']"
2400,1532457929.432217,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'AC', '4A']",7F8C80007FFFAC4A,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10101100', '01001010']"
2420,1532457929.451816,0C6,8,"['7F', '8C', '7F', 'F6', '7F', 'FF', 'AE', '53']",7F8C7FF67FFFAE53,"['01111111', '10001100', '01111111', '11110110', '01111111', '11111111', '10101110', '01010011']"
2429,1532457929.451823,0C6,8,"['7F', '8C', '80', '0A', '7F', 'FF', 'B0', '3C']",7F8C800A7FFFB03C,"['01111111', '10001100', '10000000', '00001010', '01111111', '11111111', '10110000', '00111100']"
2440,1532457929.479989,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B2', '44']",7F8C80007FFFB244,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10110010', '01000100']"
2450,1532457929.479999,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B4', '42']",7F8C80007FFFB442,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10110100', '01000010']"
2461,1532457929.500423,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B6', '40']",7F8C80007FFFB640,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10110110', '01000000']"
2473,1532457929.500433,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B8', '3E']",7F8C80007FFFB83E,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10111000', '00111110']"
2485,1532457929.521553,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'BA', '3C']",7F8C80007FFFBA3C,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10111010', '00111100']"
2496,1532457929.521563,0C6,8,"['7F', '8C', '7F', 'F6', '7F', 'FF', 'BC', '45']",7F8C7FF67FFFBC45,"['01111111', '10001100', '01111111', '11110110', '01111111', '11111111', '10111100', '01000101']"
2507,1532457929.540365,0C6,8,"['7F', '8C', '80', '0A', '7F', 'FF', 'BE', '2E']",7F8C800A7FFFBE2E,"['01111111', '10001100', '10000000', '00001010', '01111111', '11111111', '10111110', '00101110']"
2518,1532457929.540380,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A0', '56']",7F8C80007FFFA056,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100000', '01010110']"
2538,1532457929.562236,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A2', '54']",7F8C80007FFFA254,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100010', '01010100']"
2547,1532457929.562243,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A4', '52']",7F8C80007FFFA452,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100100', '01010010']"
2558,1532457929.562250,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A6', '50']",7F8C80007FFFA650,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100110', '01010000']"
2568,1532457929.590385,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A8', '4E']",7F8C80007FFFA84E,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10101000', '01001110']"
2579,1532457929.590395,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'AA', '4C']",7F8C80007FFFAA4C,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10101010', '01001100']"
2591,1532457929.611096,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'AC', '4A']",7F8C80007FFFAC4A,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10101100', '01001010']"
2603,1532457929.611112,0C6,8,"['7F', '8C', '7F', 'F6', '7F', 'FF', 'AE', '53']",7F8C7FF67FFFAE53,"['01111111', '10001100', '01111111', '11110110', '01111111', '11111111', '10101110', '01010011']"
2614,1532457929.631952,0C6,8,"['7F', '8C', '80', '0A', '7F', 'FF', 'B0', '3C']",7F8C800A7FFFB03C,"['01111111', '10001100', '10000000', '00001010', '01111111', '11111111', '10110000', '00111100']"
2625,1532457929.631963,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B2', '44']",7F8C80007FFFB244,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10110010', '01000100']"
2636,1532457929.631971,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B4', '42']",7F8C80007FFFB442,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10110100', '01000010']"
2656,1532457929.651593,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B6', '40']",7F8C80007FFFB640,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10110110', '01000000']"
2665,1532457929.679593,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'B8', '3E']",7F8C80007FFFB83E,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10111000', '00111110']"
2676,1532457929.679613,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'BA', '3C']",7F8C80007FFFBA3C,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10111010', '00111100']"
2686,1532457929.679624,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'BC', '3A']",7F8C80007FFFBC3A,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10111100', '00111010']"
2697,1532457929.700186,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'BE', '38']",7F8C80007FFFBE38,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10111110', '00111000']"
2709,1532457929.700198,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A0', '56']",7F8C80007FFFA056,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100000', '01010110']"
2721,1532457929.721285,0C6,8,"['7F', '8C', '80', '00', '7F', 'FF', 'A2', '54']",7F8C80007FFFA254,"['01111111', '10001100', '10000000', '00000000', '01111111', '11111111', '10100010', '01010100']"
