,timestamp,can_id,data_length,data,data_str,bi
27699,1532457950.827602,0C6,8,"['70', 'BD', '87', '3A', '7F', 'FF', 'A0', 'F3']",70BD873A7FFFA0F3,"['01110000', '10111101', '10000111', '00111010', '01111111', '11111111', '10100000', '11110011']"
27711,1532457950.827612,0C6,8,"['70', 'CF', '87', '08', '7F', 'FF', 'A2', '11']",70CF87087FFFA211,"['01110000', '11001111', '10000111', '00001000', '01111111', '11111111', '10100010', '00010001']"
27724,1532457950.842272,0C6,8,"['70', 'E1', '87', '08', '7F', 'FF', 'A4', 'FD']",70E187087FFFA4FD,"['01110000', '11100001', '10000111', '00001000', '01111111', '11111111', '10100100', '11111101']"
27740,1532457950.842286,0C6,8,"['70', 'F3', '87', '1C', '7F', 'FF', 'A6', 'D5']",70F3871C7FFFA6D5,"['01110000', '11110011', '10000111', '00011100', '01111111', '11111111', '10100110', '11010101']"
27749,1532457950.870855,0C6,8,"['71', '07', '87', '44', '7F', 'FF', 'A8', '96']",710787447FFFA896,"['01110001', '00000111', '10000111', '01000100', '01111111', '11111111', '10101000', '10010110']"
27761,1532457950.870865,0C6,8,"['71', '1A', '87', '8A', '7F', 'FF', 'AA', '3B']",711A878A7FFFAA3B,"['01110001', '00011010', '10000111', '10001010', '01111111', '11111111', '10101010', '00111011']"
27772,1532457950.891243,0C6,8,"['71', '2E', '87', 'D0', '7F', 'FF', 'AC', 'DF']",712E87D07FFFACDF,"['01110001', '00101110', '10000111', '11010000', '01111111', '11111111', '10101100', '11011111']"
27782,1532457950.891258,0C6,8,"['71', '42', '87', 'E4', '7F', 'FF', 'AE', 'B5']",714287E47FFFAEB5,"['01110001', '01000010', '10000111', '11100100', '01111111', '11111111', '10101110', '10110101']"
27795,1532457950.891269,0C6,8,"['71', '56', '87', 'D0', '7F', 'FF', 'B0', 'B3']",715687D07FFFB0B3,"['01110001', '01010110', '10000111', '11010000', '01111111', '11111111', '10110000', '10110011']"
27806,1532457950.917282,0C6,8,"['71', '6A', '87', 'D0', '7F', 'FF', 'B2', '9D']",716A87D07FFFB29D,"['01110001', '01101010', '10000111', '11010000', '01111111', '11111111', '10110010', '10011101']"
27818,1532457950.917293,0C6,8,"['71', '7E', '87', 'C6', '7F', 'FF', 'B4', '91']",717E87C67FFFB491,"['01110001', '01111110', '10000111', '11000110', '01111111', '11111111', '10110100', '10010001']"
27829,1532457950.932435,0C6,8,"['71', '92', '87', 'C6', '7F', 'FF', 'B6', '7B']",719287C67FFFB67B,"['01110001', '10010010', '10000111', '11000110', '01111111', '11111111', '10110110', '01111011']"
27844,1532457950.932448,0C6,8,"['71', 'A6', '87', 'BC', '7F', 'FF', 'B8', '6F']",71A687BC7FFFB86F,"['01110001', '10100110', '10000111', '10111100', '01111111', '11111111', '10111000', '01101111']"
27858,1532457950.960195,0C6,8,"['71', 'BA', '87', 'D0', '7F', 'FF', 'BA', '45']",71BA87D07FFFBA45,"['01110001', '10111010', '10000111', '11010000', '01111111', '11111111', '10111010', '01000101']"
27869,1532457950.960204,0C6,8,"['71', 'CE', '87', 'E4', '7F', 'FF', 'BC', '1B']",71CE87E47FFFBC1B,"['01110001', '11001110', '10000111', '11100100', '01111111', '11111111', '10111100', '00011011']"
27880,1532457950.980816,0C6,8,"['71', 'E3', '87', 'F8', '7F', 'FF', 'BE', 'F0']",71E387F87FFFBEF0,"['01110001', '11100011', '10000111', '11111000', '01111111', '11111111', '10111110', '11110000']"
27891,1532457950.980827,0C6,8,"['71', 'F8', '88', '52', '7F', 'FF', 'A0', '9E']",71F888527FFFA09E,"['01110001', '11111000', '10001000', '01010010', '01111111', '11111111', '10100000', '10011110']"
27902,1532457951.001204,0C6,8,"['72', '0E', '88', '52', '7F', 'FF', 'A2', '85']",720E88527FFFA285,"['01110010', '00001110', '10001000', '01010010', '01111111', '11111111', '10100010', '10000101']"
27914,1532457951.001218,0C6,8,"['72', '23', '88', '84', '7F', 'FF', 'A4', '3C']",722388847FFFA43C,"['01110010', '00100011', '10001000', '10000100', '01111111', '11111111', '10100100', '00111100']"
27926,1532457951.001228,0C6,8,"['72', '39', '88', '7A', '7F', 'FF', 'A6', '2E']",7239887A7FFFA62E,"['01110010', '00111001', '10001000', '01111010', '01111111', '11111111', '10100110', '00101110']"
27937,1532457951.027319,0C6,8,"['72', '4E', '88', '5C', '7F', 'FF', 'A8', '35']",724E885C7FFFA835,"['01110010', '01001110', '10001000', '01011100', '01111111', '11111111', '10101000', '00110101']"
27948,1532457951.027332,0C6,8,"['72', '63', '88', '3E', '7F', 'FF', 'AA', '3C']",7263883E7FFFAA3C,"['01110010', '01100011', '10001000', '00111110', '01111111', '11111111', '10101010', '00111100']"
27962,1532457951.041839,0C6,8,"['72', '77', '87', 'E4', '7F', 'FF', 'AC', '81']",727787E47FFFAC81,"['01110010', '01110111', '10000111', '11100100', '01111111', '11111111', '10101100', '10000001']"
27977,1532457951.041853,0C6,8,"['72', '8B', '87', 'D0', '7F', 'FF', 'AE', '7F']",728B87D07FFFAE7F,"['01110010', '10001011', '10000111', '11010000', '01111111', '11111111', '10101110', '01111111']"
27987,1532457951.070351,0C6,8,"['72', '9E', '87', '94', '7F', 'FF', 'B0', 'A6']",729E87947FFFB0A6,"['01110010', '10011110', '10000111', '10010100', '01111111', '11111111', '10110000', '10100110']"
27998,1532457951.070362,0C6,8,"['72', 'B0', '87', '30', '7F', 'FF', 'B2', 'F6']",72B087307FFFB2F6,"['01110010', '10110000', '10000111', '00110000', '01111111', '11111111', '10110010', '11110110']"
28009,1532457951.090971,0C6,8,"['72', 'C2', '87', '12', '7F', 'FF', 'B4', '00']",72C287127FFFB400,"['01110010', '11000010', '10000111', '00010010', '01111111', '11111111', '10110100', '00000000']"
28020,1532457951.090985,0C6,8,"['72', 'D4', '86', 'E0', '7F', 'FF', 'B6', '1F']",72D486E07FFFB61F,"['01110010', '11010100', '10000110', '11100000', '01111111', '11111111', '10110110', '00011111']"
28032,1532457951.090996,0C6,8,"['72', 'E6', '86', 'FE', '7F', 'FF', 'B8', 'ED']",72E686FE7FFFB8ED,"['01110010', '11100110', '10000110', '11111110', '01111111', '11111111', '10111000', '11101101']"
28044,1532457951.117095,0C6,8,"['72', 'F8', '87', '30', '7F', 'FF', 'BA', 'A6']",72F887307FFFBAA6,"['01110010', '11111000', '10000111', '00110000', '01111111', '11111111', '10111010', '10100110']"
28055,1532457951.117105,0C6,8,"['73', '0A', '87', '08', '7F', 'FF', 'BC', 'B9']",730A87087FFFBCB9,"['01110011', '00001010', '10000111', '00001000', '01111111', '11111111', '10111100', '10111001']"
28066,1532457951.132146,0C6,8,"['73', '1C', '86', 'F4', '7F', 'FF', 'BE', 'BA']",731C86F47FFFBEBA,"['01110011', '00011100', '10000110', '11110100', '01111111', '11111111', '10111110', '10111010']"
28080,1532457951.132158,0C6,8,"['73', '2E', '86', 'EA', '7F', 'FF', 'A0', 'D0']",732E86EA7FFFA0D0,"['01110011', '00101110', '10000110', '11101010', '01111111', '11111111', '10100000', '11010000']"
28094,1532457951.160199,0C6,8,"['73', '3F', '86', 'C2', '7F', 'FF', 'A2', 'E5']",733F86C27FFFA2E5,"['01110011', '00111111', '10000110', '11000010', '01111111', '11111111', '10100010', '11100101']"
28105,1532457951.160207,0C6,8,"['73', '4F', '86', '90', '7F', 'FF', 'A4', '05']",734F86907FFFA405,"['01110011', '01001111', '10000110', '10010000', '01111111', '11111111', '10100100', '00000101']"
28115,1532457951.180665,0C6,8,"['73', '5F', '86', '2C', '7F', 'FF', 'A6', '57']",735F862C7FFFA657,"['01110011', '01011111', '10000110', '00101100', '01111111', '11111111', '10100110', '01010111']"
28127,1532457951.180676,0C6,8,"['73', '6E', '85', 'FA', '7F', 'FF', 'A8', '79']",736E85FA7FFFA879,"['01110011', '01101110', '10000101', '11111010', '01111111', '11111111', '10101000', '01111001']"
28138,1532457951.200988,0C6,8,"['73', '7C', '85', '96', '7F', 'FF', 'AA', 'CD']",737C85967FFFAACD,"['01110011', '01111100', '10000101', '10010110', '01111111', '11111111', '10101010', '11001101']"
28149,1532457951.201006,0C6,8,"['73', '8A', '85', '8C', '7F', 'FF', 'AC', 'C7']",738A858C7FFFACC7,"['01110011', '10001010', '10000101', '10001100', '01111111', '11111111', '10101100', '11000111']"
28162,1532457951.201021,0C6,8,"['73', '98', '85', '50', '7F', 'FF', 'AE', 'F3']",739885507FFFAEF3,"['01110011', '10011000', '10000101', '01010000', '01111111', '11111111', '10101110', '11110011']"
28172,1532457951.221741,0C6,8,"['73', 'A4', '84', 'F6', '7F', 'FF', 'B0', '40']",73A484F67FFFB040,"['01110011', '10100100', '10000100', '11110110', '01111111', '11111111', '10110000', '01000000']"
28185,1532457951.221755,0C6,8,"['73', 'B0', '84', 'A6', '7F', 'FF', 'B2', '82']",73B084A67FFFB282,"['01110011', '10110000', '10000100', '10100110', '01111111', '11111111', '10110010', '10000010']"
28199,1532457951.241259,0C6,8,"['73', 'BB', '84', '60', '7F', 'FF', 'B4', 'BB']",73BB84607FFFB4BB,"['01110011', '10111011', '10000100', '01100000', '01111111', '11111111', '10110100', '10111011']"
28215,1532457951.241276,0C6,8,"['73', 'C4', '83', 'D4', '7F', 'FF', 'B6', '3D']",73C483D47FFFB63D,"['01110011', '11000100', '10000011', '11010100', '01111111', '11111111', '10110110', '00111101']"
28224,1532457951.270086,0C6,8,"['73', 'CC', '83', '52', '7F', 'FF', 'B8', 'B5']",73CC83527FFFB8B5,"['01110011', '11001100', '10000011', '01010010', '01111111', '11111111', '10111000', '10110101']"
28235,1532457951.270098,0C6,8,"['73', 'D3', '82', 'DA', '7F', 'FF', 'BA', '25']",73D382DA7FFFBA25,"['01110011', '11010011', '10000010', '11011010', '01111111', '11111111', '10111010', '00100101']"
28246,1532457951.290444,0C6,8,"['73', 'D8', '82', '1C', '7F', 'FF', 'BC', 'DC']",73D8821C7FFFBCDC,"['01110011', '11011000', '10000010', '00011100', '01111111', '11111111', '10111100', '11011100']"
28258,1532457951.290457,0C6,8,"['73', 'DB', '81', '86', '7F', 'FF', 'BE', '6E']",73DB81867FFFBE6E,"['01110011', '11011011', '10000001', '10000110', '01111111', '11111111', '10111110', '01101110']"
28269,1532457951.310973,0C6,8,"['73', 'DD', '80', 'E6', '7F', 'FF', 'A0', '2B']",73DD80E67FFFA02B,"['01110011', '11011101', '10000000', '11100110', '01111111', '11111111', '10100000', '00101011']"
28283,1532457951.310990,0C6,8,"['73', 'DE', '80', '6E', '7F', 'FF', 'A2', 'A0']",73DE806E7FFFA2A0,"['01110011', '11011110', '10000000', '01101110', '01111111', '11111111', '10100010', '10100000']"
28293,1532457951.311000,0C6,8,"['73', 'DE', '80', '14', '7F', 'FF', 'A4', 'F8']",73DE80147FFFA4F8,"['01110011', '11011110', '10000000', '00010100', '01111111', '11111111', '10100100', '11111000']"
28305,1532457951.331563,0C6,8,"['73', 'DE', '80', '14', '7F', 'FF', 'A6', 'F6']",73DE80147FFFA6F6,"['01110011', '11011110', '10000000', '00010100', '01111111', '11111111', '10100110', '11110110']"
28318,1532457951.331574,0C6,8,"['73', 'DE', '7F', 'F6', '7F', 'FF', 'A8', '13']",73DE7FF67FFFA813,"['01110011', '11011110', '01111111', '11110110', '01111111', '11111111', '10101000', '00010011']"
28334,1532457951.357147,0C6,8,"['73', 'DE', '7F', 'F6', '7F', 'FF', 'AA', '11']",73DE7FF67FFFAA11,"['01110011', '11011110', '01111111', '11110110', '01111111', '11111111', '10101010', '00010001']"
28343,1532457951.357154,0C6,8,"['73', 'DE', '80', '00', '7F', 'FF', 'AC', '04']",73DE80007FFFAC04,"['01110011', '11011110', '10000000', '00000000', '01111111', '11111111', '10101100', '00000100']"
28355,1532457951.379900,0C6,8,"['73', 'DE', '80', '00', '7F', 'FF', 'AE', '02']",73DE80007FFFAE02,"['01110011', '11011110', '10000000', '00000000', '01111111', '11111111', '10101110', '00000010']"
28365,1532457951.379910,0C6,8,"['73', 'DE', '80', '00', '7F', 'FF', 'B0', '00']",73DE80007FFFB000,"['01110011', '11011110', '10000000', '00000000', '01111111', '11111111', '10110000', '00000000']"
28377,1532457951.400040,0C6,8,"['73', 'DE', '80', '00', '7F', 'FF', 'B2', 'FE']",73DE80007FFFB2FE,"['01110011', '11011110', '10000000', '00000000', '01111111', '11111111', '10110010', '11111110']"
28388,1532457951.400051,0C6,8,"['73', 'DE', '7F', 'F6', '7F', 'FF', 'B4', '07']",73DE7FF67FFFB407,"['01110011', '11011110', '01111111', '11110110', '01111111', '11111111', '10110100', '00000111']"
28402,1532457951.420938,0C6,8,"['73', 'DE', '80', '00', '7F', 'FF', 'B6', 'FA']",73DE80007FFFB6FA,"['01110011', '11011110', '10000000', '00000000', '01111111', '11111111', '10110110', '11111010']"
28412,1532457951.420948,0C6,8,"['73', 'DE', '80', '0A', '7F', 'FF', 'B8', 'EE']",73DE800A7FFFB8EE,"['01110011', '11011110', '10000000', '00001010', '01111111', '11111111', '10111000', '11101110']"
28424,1532457951.420960,0C6,8,"['73', 'DF', '80', '64', '7F', 'FF', 'BA', '91']",73DF80647FFFBA91,"['01110011', '11011111', '10000000', '01100100', '01111111', '11111111', '10111010', '10010001']"
28437,1532457951.440651,0C6,8,"['73', 'E1', '80', '78', '7F', 'FF', 'BC', '79']",73E180787FFFBC79,"['01110011', '11100001', '10000000', '01111000', '01111111', '11111111', '10111100', '01111001']"
28453,1532457951.461509,0C6,8,"['73', 'E2', '80', '6E', '7F', 'FF', 'BE', '80']",73E2806E7FFFBE80,"['01110011', '11100010', '10000000', '01101110', '01111111', '11111111', '10111110', '10000000']"
28462,1532457951.461525,0C6,8,"['73', 'E4', '80', 'D2', '7F', 'FF', 'A0', '38']",73E480D27FFFA038,"['01110011', '11100100', '10000000', '11010010', '01111111', '11111111', '10100000', '00111000']"
28474,1532457951.461537,0C6,8,"['73', 'E7', '81', '22', '7F', 'FF', 'A2', 'E2']",73E781227FFFA2E2,"['01110011', '11100111', '10000001', '00100010', '01111111', '11111111', '10100010', '11100010']"
28484,1532457951.489906,0C6,8,"['73', 'EB', '81', '54', '7F', 'FF', 'A4', 'AA']",73EB81547FFFA4AA,"['01110011', '11101011', '10000001', '01010100', '01111111', '11111111', '10100100', '10101010']"
28496,1532457951.489920,0C6,8,"['73', 'EF', '81', 'B8', '7F', 'FF', 'A6', '40']",73EF81B87FFFA640,"['01110011', '11101111', '10000001', '10111000', '01111111', '11111111', '10100110', '01000000']"
28507,1532457951.510428,0C6,8,"['73', 'F4', '81', 'CC', '7F', 'FF', 'A8', '25']",73F481CC7FFFA825,"['01110011', '11110100', '10000001', '11001100', '01111111', '11111111', '10101000', '00100101']"
28520,1532457951.510441,0C6,8,"['73', 'FA', '82', '3A', '7F', 'FF', 'AA', 'AE']",73FA823A7FFFAAAE,"['01110011', '11111010', '10000010', '00111010', '01111111', '11111111', '10101010', '10101110']"
28530,1532457951.531192,0C6,8,"['74', '01', '82', '76', '7F', 'FF', 'AC', '68']",740182767FFFAC68,"['01110100', '00000001', '10000010', '01110110', '01111111', '11111111', '10101100', '01101000']"
28542,1532457951.531206,0C6,8,"['74', '08', '82', 'BC', '7F', 'FF', 'AE', '19']",740882BC7FFFAE19,"['01110100', '00001000', '10000010', '10111100', '01111111', '11111111', '10101110', '00011001']"
28555,1532457951.531218,0C6,8,"['74', '10', '83', '2A', '7F', 'FF', 'B0', 'A0']",7410832A7FFFB0A0,"['01110100', '00010000', '10000011', '00101010', '01111111', '11111111', '10110000', '10100000']"
28571,1532457951.551268,0C6,8,"['74', '19', '83', '7A', '7F', 'FF', 'B2', '45']",7419837A7FFFB245,"['01110100', '00011001', '10000011', '01111010', '01111111', '11111111', '10110010', '01000101']"
28580,1532457951.551274,0C6,8,"['74', '23', '83', 'C0', '7F', 'FF', 'B4', 'F3']",742383C07FFFB4F3,"['01110100', '00100011', '10000011', '11000000', '01111111', '11111111', '10110100', '11110011']"
28592,1532457951.579174,0C6,8,"['74', '2D', '83', 'F2', '7F', 'FF', 'B6', 'B5']",742D83F27FFFB6B5,"['01110100', '00101101', '10000011', '11110010', '01111111', '11111111', '10110110', '10110101']"
28602,1532457951.579184,0C6,8,"['74', '39', '84', '4C', '7F', 'FF', 'B8', '4C']",7439844C7FFFB84C,"['01110100', '00111001', '10000100', '01001100', '01111111', '11111111', '10111000', '01001100']"
28614,1532457951.599970,0C6,8,"['74', '44', '84', '7E', '7F', 'FF', 'BA', '0D']",7444847E7FFFBA0D,"['01110100', '01000100', '10000100', '01111110', '01111111', '11111111', '10111010', '00001101']"
28623,1532457951.599979,0C6,8,"['74', '51', '84', 'C4', '7F', 'FF', 'BC', 'B8']",745184C47FFFBCB8,"['01110100', '01010001', '10000100', '11000100', '01111111', '11111111', '10111100', '10111000']"
28637,1532457951.620740,0C6,8,"['74', '5D', '84', 'E2', '7F', 'FF', 'BE', '8C']",745D84E27FFFBE8C,"['01110100', '01011101', '10000100', '11100010', '01111111', '11111111', '10111110', '10001100']"
28647,1532457951.620747,0C6,8,"['74', '6A', '84', 'F6', '7F', 'FF', 'A0', '89']",746A84F67FFFA089,"['01110100', '01101010', '10000100', '11110110', '01111111', '11111111', '10100000', '10001001']"
28660,1532457951.640378,0C6,8,"['74', '77', '85', '0A', '7F', 'FF', 'A2', '65']",7477850A7FFFA265,"['01110100', '01110111', '10000101', '00001010', '01111111', '11111111', '10100010', '01100101']"
28673,1532457951.640400,0C6,8,"['74', '84', '85', '1E', '7F', 'FF', 'A4', '42']",7484851E7FFFA442,"['01110100', '10000100', '10000101', '00011110', '01111111', '11111111', '10100100', '01000010']"
28689,1532457951.661421,0C6,8,"['74', '91', '85', '0A', '7F', 'FF', 'A6', '47']",7491850A7FFFA647,"['01110100', '10010001', '10000101', '00001010', '01111111', '11111111', '10100110', '01000111']"
28698,1532457951.661431,0C6,8,"['74', '9D', '84', 'D8', '7F', 'FF', 'A8', '6C']",749D84D87FFFA86C,"['01110100', '10011101', '10000100', '11011000', '01111111', '11111111', '10101000', '01101100']"
28710,1532457951.661440,0C6,8,"['74', 'A9', '84', 'CE', '7F', 'FF', 'AA', '68']",74A984CE7FFFAA68,"['01110100', '10101001', '10000100', '11001110', '01111111', '11111111', '10101010', '01101000']"
28720,1532457951.687353,0C6,8,"['74', 'B5', '84', '74', '7F', 'FF', 'AC', 'B4']",74B584747FFFACB4,"['01110100', '10110101', '10000100', '01110100', '01111111', '11111111', '10101100', '10110100']"
28732,1532457951.687362,0C6,8,"['74', 'BF', '84', '4C', '7F', 'FF', 'AE', 'D0']",74BF844C7FFFAED0,"['01110100', '10111111', '10000100', '01001100', '01111111', '11111111', '10101110', '11010000']"
28743,1532457951.710278,0C6,8,"['74', 'CA', '84', '2E', '7F', 'FF', 'B0', 'E1']",74CA842E7FFFB0E1,"['01110100', '11001010', '10000100', '00101110', '01111111', '11111111', '10110000', '11100001']"
28756,1532457951.710289,0C6,8,"['74', 'D4', '84', '2E', '7F', 'FF', 'B2', 'D5']",74D4842E7FFFB2D5,"['01110100', '11010100', '10000100', '00101110', '01111111', '11111111', '10110010', '11010101']"
28766,1532457951.730953,0C6,8,"['74', 'DF', '84', '10', '7F', 'FF', 'B4', 'E6']",74DF84107FFFB4E6,"['01110100', '11011111', '10000100', '00010000', '01111111', '11111111', '10110100', '11100110']"
28778,1532457951.730965,0C6,8,"['74', 'E9', '83', 'F2', '7F', 'FF', 'B6', 'F9']",74E983F27FFFB6F9,"['01110100', '11101001', '10000011', '11110010', '01111111', '11111111', '10110110', '11111001']"
28791,1532457951.730976,0C6,8,"['74', 'F3', '83', 'DE', '7F', 'FF', 'B8', '01']",74F383DE7FFFB801,"['01110100', '11110011', '10000011', '11011110', '01111111', '11111111', '10111000', '00000001']"
28807,1532457951.751181,0C6,8,"['74', 'FD', '83', 'D4', '7F', 'FF', 'BA', 'FF']",74FD83D47FFFBAFF,"['01110100', '11111101', '10000011', '11010100', '01111111', '11111111', '10111010', '11111111']"
28816,1532457951.751189,0C6,8,"['75', '06', '83', 'C0', '7F', 'FF', 'BC', '07']",750683C07FFFBC07,"['01110101', '00000110', '10000011', '11000000', '01111111', '11111111', '10111100', '00000111']"
28828,1532457951.777370,0C6,8,"['75', '10', '83', 'C0', '7F', 'FF', 'BE', 'FB']",751083C07FFFBEFB,"['01110101', '00010000', '10000011', '11000000', '01111111', '11111111', '10111110', '11111011']"
28838,1532457951.777380,0C6,8,"['75', '1A', '83', 'D4', '7F', 'FF', 'A0', 'FB']",751A83D47FFFA0FB,"['01110101', '00011010', '10000011', '11010100', '01111111', '11111111', '10100000', '11111011']"
28850,1532457951.799202,0C6,8,"['75', '24', '83', 'CA', '7F', 'FF', 'A2', 'F9']",752483CA7FFFA2F9,"['01110101', '00100100', '10000011', '11001010', '01111111', '11111111', '10100010', '11111001']"
28861,1532457951.799213,0C6,8,"['75', '2D', '83', 'CA', '7F', 'FF', 'A4', 'EE']",752D83CA7FFFA4EE,"['01110101', '00101101', '10000011', '11001010', '01111111', '11111111', '10100100', '11101110']"
28875,1532457951.820253,0C6,8,"['75', '37', '83', 'E8', '7F', 'FF', 'A6', 'C4']",753783E87FFFA6C4,"['01110101', '00110111', '10000011', '11101000', '01111111', '11111111', '10100110', '11000100']"
28885,1532457951.820261,0C6,8,"['75', '42', '84', '06', '7F', 'FF', 'A8', '98']",754284067FFFA898,"['01110101', '01000010', '10000100', '00000110', '01111111', '11111111', '10101000', '10011000']"
28897,1532457951.839924,0C6,8,"['75', '4C', '84', '24', '7F', 'FF', 'AA', '6E']",754C84247FFFAA6E,"['01110101', '01001100', '10000100', '00100100', '01111111', '11111111', '10101010', '01101110']"
28910,1532457951.839934,0C6,8,"['75', '57', '84', '24', '7F', 'FF', 'AC', '61']",755784247FFFAC61,"['01110101', '01010111', '10000100', '00100100', '01111111', '11111111', '10101100', '01100001']"
28926,1532457951.860979,0C6,8,"['75', '62', '84', '2E', '7F', 'FF', 'AE', '4A']",7562842E7FFFAE4A,"['01110101', '01100010', '10000100', '00101110', '01111111', '11111111', '10101110', '01001010']"
28935,1532457951.860988,0C6,8,"['75', '6C', '84', '2E', '7F', 'FF', 'B0', '3E']",756C842E7FFFB03E,"['01110101', '01101100', '10000100', '00101110', '01111111', '11111111', '10110000', '00111110']"
28947,1532457951.861000,0C6,8,"['75', '78', '84', '4C', '7F', 'FF', 'B2', '12']",7578844C7FFFB212,"['01110101', '01111000', '10000100', '01001100', '01111111', '11111111', '10110010', '00010010']"
28957,1532457951.881679,0C6,8,"['75', '83', '84', '4C', '7F', 'FF', 'B4', '05']",7583844C7FFFB405,"['01110101', '10000011', '10000100', '01001100', '01111111', '11111111', '10110100', '00000101']"
28969,1532457951.881691,0C6,8,"['75', '8D', '84', '4C', '7F', 'FF', 'B6', 'F9']",758D844C7FFFB6F9,"['01110101', '10001101', '10000100', '01001100', '01111111', '11111111', '10110110', '11111001']"
28980,1532457951.909895,0C6,8,"['75', '98', '84', '24', '7F', 'FF', 'B8', '14']",759884247FFFB814,"['01110101', '10011000', '10000100', '00100100', '01111111', '11111111', '10111000', '00010100']"
28993,1532457951.909905,0C6,8,"['75', 'A2', '84', '06', '7F', 'FF', 'BA', '26']",75A284067FFFBA26,"['01110101', '10100010', '10000100', '00000110', '01111111', '11111111', '10111010', '00100110']"
29003,1532457951.930542,0C6,8,"['75', 'AC', '83', 'E8', '7F', 'FF', 'BC', '39']",75AC83E87FFFBC39,"['01110101', '10101100', '10000011', '11101000', '01111111', '11111111', '10111100', '00111001']"
29015,1532457951.930557,0C6,8,"['75', 'B6', '83', 'DE', '7F', 'FF', 'BE', '37']",75B683DE7FFFBE37,"['01110101', '10110110', '10000011', '11011110', '01111111', '11111111', '10111110', '00110111']"
29028,1532457951.950675,0C6,8,"['75', 'C0', '83', 'F2', '7F', 'FF', 'A0', '37']",75C083F27FFFA037,"['01110101', '11000000', '10000011', '11110010', '01111111', '11111111', '10100000', '00110111']"
29044,1532457951.950687,0C6,8,"['75', 'C9', '83', '8E', '7F', 'FF', 'A2', '90']",75C9838E7FFFA290,"['01110101', '11001001', '10000011', '10001110', '01111111', '11111111', '10100010', '10010000']"
29053,1532457951.971379,0C6,8,"['75', 'D1', '83', '48', '7F', 'FF', 'A4', 'CC']",75D183487FFFA4CC,"['01110101', '11010001', '10000011', '01001000', '01111111', '11111111', '10100100', '11001100']"
29065,1532457951.971399,0C6,8,"['75', 'D9', '83', '0C', '7F', 'FF', 'A6', 'FE']",75D9830C7FFFA6FE,"['01110101', '11011001', '10000011', '00001100', '01111111', '11111111', '10100110', '11111110']"
29075,1532457951.971408,0C6,8,"['75', 'DF', '82', 'C6', '7F', 'FF', 'A8', '3D']",75DF82C67FFFA83D,"['01110101', '11011111', '10000010', '11000110', '01111111', '11111111', '10101000', '00111101']"
29087,1532457951.997257,0C6,8,"['75', 'E4', '82', '3A', '7F', 'FF', 'AA', 'C2']",75E4823A7FFFAAC2,"['01110101', '11100100', '10000010', '00111010', '01111111', '11111111', '10101010', '11000010']"
29098,1532457951.997265,0C6,8,"['75', 'E8', '81', '86', '7F', 'FF', 'AC', '71']",75E881867FFFAC71,"['01110101', '11101000', '10000001', '10000110', '01111111', '11111111', '10101100', '01110001']"
29111,1532457952.020216,0C6,8,"['75', 'EA', '81', '04', '7F', 'FF', 'AE', 'EF']",75EA81047FFFAEEF,"['01110101', '11101010', '10000001', '00000100', '01111111', '11111111', '10101110', '11101111']"
29121,1532457952.020226,0C6,8,"['75', 'EB', '80', '8C', '7F', 'FF', 'B0', '65']",75EB808C7FFFB065,"['01110101', '11101011', '10000000', '10001100', '01111111', '11111111', '10110000', '01100101']"
29133,1532457952.039827,0C6,8,"['75', 'EC', '80', '6E', '7F', 'FF', 'B2', '80']",75EC806E7FFFB280,"['01110101', '11101100', '10000000', '01101110', '01111111', '11111111', '10110010', '10000000']"
29146,1532457952.039839,0C6,8,"['75', 'ED', '80', '64', '7F', 'FF', 'B4', '87']",75ED80647FFFB487,"['01110101', '11101101', '10000000', '01100100', '01111111', '11111111', '10110100', '10000111']"
29162,1532457952.060702,0C6,8,"['75', 'EF', '80', '96', '7F', 'FF', 'B6', '51']",75EF80967FFFB651,"['01110101', '11101111', '10000000', '10010110', '01111111', '11111111', '10110110', '01010001']"
29171,1532457952.060713,0C6,8,"['75', 'F1', '80', 'D2', '7F', 'FF', 'B8', '11']",75F180D27FFFB811,"['01110101', '11110001', '10000000', '11010010', '01111111', '11111111', '10111000', '00010001']"
29183,1532457952.081383,0C6,8,"['75', 'F4', '80', 'F0', '7F', 'FF', 'BA', 'EE']",75F480F07FFFBAEE,"['01110101', '11110100', '10000000', '11110000', '01111111', '11111111', '10111010', '11101110']"
29193,1532457952.081399,0C6,8,"['75', 'F8', '81', '72', '7F', 'FF', 'BC', '65']",75F881727FFFBC65,"['01110101', '11111000', '10000001', '01110010', '01111111', '11111111', '10111100', '01100101']"
29205,1532457952.081407,0C6,8,"['75', 'FC', '81', 'B8', '7F', 'FF', 'BE', '19']",75FC81B87FFFBE19,"['01110101', '11111100', '10000001', '10111000', '01111111', '11111111', '10111110', '00011001']"
29216,1532457952.107069,0C6,8,"['76', '01', '81', 'CC', '7F', 'FF', 'A0', '1D']",760181CC7FFFA01D,"['01110110', '00000001', '10000001', '11001100', '01111111', '11111111', '10100000', '00011101']"
29229,1532457952.107081,0C6,8,"['76', '06', '81', 'F4', '7F', 'FF', 'A2', 'EE']",760681F47FFFA2EE,"['01110110', '00000110', '10000001', '11110100', '01111111', '11111111', '10100010', '11101110']"
29239,1532457952.130208,0C6,8,"['76', '0C', '82', '26', '7F', 'FF', 'A4', 'B3']",760C82267FFFA4B3,"['01110110', '00001100', '10000010', '00100110', '01111111', '11111111', '10100100', '10110011']"
